customerID,Genero,Idoso,Casado,Dependents,Tempo_como_Cliente,ServicoTelefone,Servico_Internet,Servico_Seguranca,Suporte_Tecnico,StreamingTV,Tipo_Contrato,MetodoPagamento,Pagamento_Mensal,Total_Pago,Churn
9805-FILKB,Male,No,Yes,Yes,46,Yes,NO,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),20.2,845.6,No
5793-YOLJN,Female,No,Yes,Yes,55,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,21.0,1210.3,No
0673-IGUQO,Male,No,No,No,1,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.45,20.45,No
4123-FCVCB,Female,No,No,No,12,Yes,DSL,No,Yes,Yes,One year,Mailed check,75.85,854.45,No
8819-IMISP,Male,No,No,No,31,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,80.45,2429.1,No
7802-EFKNY,Male,No,Yes,No,5,No,DSL,No,No,No,Month-to-month,Electronic check,24.95,100.4,Yes
8311-UEUAB,Female,No,Yes,Yes,67,Yes,DSL,Yes,No,Yes,Two year,Electronic check,75.5,5229.45,No
5858-EAFCZ,Male,No,No,No,1,Yes,DSL,No,No,No,Month-to-month,Mailed check,44.45,44.45,No
8035-BUYVG,Male,No,Yes,No,40,No,DSL,Yes,No,No,One year,Electronic check,42.35,1716.45,Yes
1163-ONYEY,Male,No,Yes,Yes,41,Yes,DSL,Yes,No,Yes,Month-to-month,Credit card (automatic),74.55,3023.55,No
9787-XVQIU,Male,No,No,No,1,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,75.3,75.3,Yes
8945-MUQUF,Male,No,No,No,51,Yes,FIBER OPTIC,Yes,No,Yes,One year,Electronic check,94.8,4837.6,Yes
5656-MJEFC,Male,No,Yes,Yes,42,No,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),48.15,2032.3,No
6082-OQFBA,Male,No,Yes,Yes,23,Yes,NO,No internet service,No internet service,No internet service,One year,Mailed check,19.65,436.9,No
8051-HJRLT,Female,Yes,No,No,1,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,70.55,70.55,Yes
8974-OVACP,Female,No,No,No,1,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.15,20.15,No
4010-YLMVT,Female,No,No,No,56,Yes,FIBER OPTIC,Yes,No,Yes,Month-to-month,Credit card (automatic),106.6,5893.95,No
1379-FRVEB,Male,No,No,Yes,15,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,91.0,1430.05,No
8612-GXIDD,Male,No,Yes,Yes,12,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),25.4,313.0,No
6288-CHQJB,Female,No,Yes,Yes,54,Yes,DSL,Yes,Yes,No,Two year,Bank transfer (automatic),69.95,3871.85,No
8160-HOWOX,Female,No,No,No,7,Yes,DSL,No,No,Yes,Month-to-month,Electronic check,66.85,458.1,No
3023-GFLBR,Female,No,Yes,Yes,33,Yes,FIBER OPTIC,No,No,No,Month-to-month,Credit card (automatic),86.15,2745.7,Yes
6648-INWPS,Male,No,Yes,Yes,16,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Electronic check,20.15,341.35,No
4223-BKEOR,Female,No,No,Yes,21,Yes,DSL,Yes,No,No,One year,Mailed check,64.85,1336.8,No
4079-VTGLK,Male,Yes,Yes,No,30,Yes,DSL,No,No,Yes,Two year,Electronic check,74.85,2181.75,No
1763-WQFUK,Male,No,No,No,3,Yes,DSL,No,Yes,No,Month-to-month,Mailed check,50.5,147.75,No
1391-UBDAR,Male,No,No,No,11,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,72.9,818.45,No
8894-JVDCV,Female,No,No,No,62,Yes,FIBER OPTIC,Yes,Yes,Yes,One year,Credit card (automatic),115.05,7133.45,No
2023-VQFDL,Male,No,No,No,18,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Electronic check,19.0,348.8,No
1345-GKDZZ,Male,No,No,Yes,6,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.55,128.6,No
2014-MKGMH,Female,No,No,No,46,Yes,FIBER OPTIC,No,No,Yes,One year,Electronic check,101.1,4674.4,No
5628-FCGYG,Male,No,No,No,21,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,84.1,1737.45,No
2560-WBWXF,Male,No,No,No,68,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),24.15,1498.85,No
0248-IPDFW,Female,No,No,No,1,Yes,DSL,No,No,No,Month-to-month,Electronic check,50.1,50.1,No
7978-DKUQH,Female,No,Yes,No,25,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,74.6,1797.75,No
4335-UPJSI,Female,No,No,Yes,24,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,19.75,498.1,No
0524-IAVZO,Female,No,Yes,No,30,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,85.0,2624.25,Yes
2737-YNGYW,Female,No,No,No,2,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,80.55,184.1,Yes
1784-EZDKJ,Male,No,Yes,No,51,Yes,FIBER OPTIC,No,No,Yes,One year,Bank transfer (automatic),106.8,5498.8,No
9297-FVVDH,Female,No,Yes,Yes,57,Yes,DSL,Yes,Yes,Yes,Two year,Electronic check,84.5,4845.4,No
8007-YYPWD,Female,No,No,No,15,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),25.05,369.1,No
7101-HRBLJ,Female,No,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),83.7,6096.9,No
5159-YFPKQ,Female,No,No,No,2,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,75.8,160.75,Yes
6635-CPNUN,Male,No,Yes,No,28,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Credit card (automatic),96.6,2684.35,No
4021-RQSNY,Male,Yes,Yes,No,29,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,98.5,3004.15,Yes
5453-YBTWV,Male,No,Yes,Yes,70,Yes,FIBER OPTIC,Yes,Yes,Yes,Two year,Credit card (automatic),101.1,6994.8,No
5039-LZRQT,Female,No,No,No,13,Yes,NO,No internet service,No internet service,No internet service,One year,Mailed check,20.2,273.25,No
2931-VUVJN,Female,Yes,Yes,No,59,Yes,FIBER OPTIC,Yes,Yes,No,One year,Electronic check,94.05,5483.9,No
9061-TIHDA,Male,Yes,Yes,No,13,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,95.25,1233.65,Yes
8699-ASUFO,Male,Yes,Yes,No,7,Yes,FIBER OPTIC,No,No,No,Month-to-month,Mailed check,74.4,527.9,Yes
6418-PIQSP,Female,No,Yes,No,62,Yes,DSL,Yes,Yes,Yes,Two year,Mailed check,81.0,4985.9,No
8220-OCUFY,Female,No,No,No,21,Yes,DSL,Yes,Yes,No,One year,Electronic check,60.25,1258.35,No
3995-WFCSM,Female,No,No,No,2,Yes,DSL,No,No,No,Month-to-month,Electronic check,60.85,111.4,No
1895-QTKDO,Female,No,No,No,1,Yes,DSL,No,No,No,Month-to-month,Credit card (automatic),43.95,43.95,No
2038-OEQZH,Male,No,No,No,4,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,86.05,308.1,No
1178-PZGAB,Female,No,No,No,19,Yes,NO,No internet service,No internet service,No internet service,One year,Credit card (automatic),20.25,383.65,No
7927-AUXBZ,Female,No,No,No,30,Yes,FIBER OPTIC,No,Yes,Yes,Month-to-month,Electronic check,85.15,2555.9,Yes
2626-VEEWG,Male,No,Yes,Yes,67,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.4,1284.2,No
2878-RMWXY,Male,Yes,Yes,No,72,Yes,FIBER OPTIC,Yes,No,No,Two year,Credit card (automatic),102.65,7550.3,No
1657-DYMBM,Male,No,Yes,No,53,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.9,1110.05,No
7311-MQJCH,Female,No,No,No,5,Yes,NO,No internet service,No internet service,No internet service,One year,Electronic check,19.55,99.6,No
7375-WMVMT,Male,Yes,Yes,No,71,Yes,FIBER OPTIC,No,Yes,No,Two year,Credit card (automatic),95.5,6707.15,No
1136-XGEQU,Female,No,Yes,Yes,50,Yes,DSL,No,Yes,Yes,One year,Credit card (automatic),84.15,4164.4,No
2530-FMFXO,Male,No,Yes,Yes,56,Yes,FIBER OPTIC,No,Yes,Yes,Two year,Electronic check,103.2,5873.75,No
6844-DZKRF,Male,No,No,No,2,Yes,DSL,No,Yes,No,Month-to-month,Credit card (automatic),50.2,109.25,No
4695-WJZUE,Female,Yes,No,No,2,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,88.55,179.25,Yes
7619-ODSGN,Male,No,Yes,Yes,24,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,54.75,1338.15,Yes
5970-GHJAW,Male,No,Yes,Yes,46,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.95,862.4,No
8879-XUAHX,Male,No,Yes,No,71,Yes,FIBER OPTIC,Yes,Yes,Yes,Two year,Electronic check,116.25,8564.75,No
3689-MOZGR,Female,No,No,No,29,No,DSL,No,Yes,No,Month-to-month,Electronic check,31.2,926.2,No
4195-PNGZS,Male,No,Yes,Yes,69,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),24.45,1718.2,No
5003-XZWWO,Male,No,Yes,No,71,Yes,DSL,No,Yes,Yes,Two year,Credit card (automatic),84.2,5956.85,No
3988-RQIXO,Female,Yes,No,No,1,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,91.3,91.3,Yes
7622-FWGEW,Male,Yes,Yes,No,56,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),85.65,4824.45,No
6922-NCEDI,Male,No,No,Yes,56,Yes,NO,No internet service,No internet service,No internet service,One year,Mailed check,21.2,1238.65,No
2514-GINMM,Male,No,No,No,1,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,79.5,79.5,Yes
9891-NQDBD,Female,No,Yes,No,28,Yes,NO,No internet service,No internet service,No internet service,One year,Mailed check,25.55,672.2,No
6131-IUNXN,Female,No,Yes,Yes,19,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.2,382.2,No
8548-AWOFC,Male,No,Yes,No,66,Yes,DSL,No,Yes,No,Month-to-month,Electronic check,63.85,4264.6,No
9798-DRYDS,Female,No,Yes,Yes,17,Yes,DSL,No,Yes,No,One year,Mailed check,61.95,1070.7,No
8532-UEFWH,Male,No,Yes,Yes,52,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,25.75,1345.85,No
6296-DDOOR,Female,No,No,No,19,Yes,DSL,No,No,Yes,One year,Electronic check,58.2,1045.25,No
7951-VRDVK,Female,No,No,No,36,Yes,DSL,Yes,Yes,Yes,One year,Bank transfer (automatic),85.85,3003.55,No
5931-FLJJF,Male,Yes,Yes,No,7,Yes,FIBER OPTIC,No,No,No,Month-to-month,Mailed check,70.1,467.55,Yes
4815-YOSUK,Male,No,Yes,Yes,72,Yes,FIBER OPTIC,Yes,Yes,No,One year,Credit card (automatic),104.9,7537.5,No
2659-VXMWZ,Male,No,Yes,Yes,67,Yes,FIBER OPTIC,Yes,No,Yes,One year,Electronic check,111.3,7482.1,Yes
0380-NEAVX,Male,Yes,No,No,34,Yes,FIBER OPTIC,No,No,Yes,One year,Electronic check,99.85,3343.15,No
3207-OYBWH,Male,Yes,Yes,No,57,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),95.25,5427.05,Yes
4285-GYRQC,Female,No,Yes,No,7,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,86.25,587.1,Yes
7216-EWTRS,Female,Yes,Yes,No,1,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,100.8,100.8,Yes
4365-MSDYN,Male,No,Yes,No,8,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),19.55,161.15,No
7036-TYDEC,Female,No,No,No,69,Yes,FIBER OPTIC,No,Yes,Yes,Two year,Electronic check,104.0,7028.5,No
5802-ADBRC,Female,No,Yes,No,50,Yes,FIBER OPTIC,Yes,No,Yes,One year,Mailed check,104.4,5232.9,No
8076-FEZKJ,Male,No,No,No,10,Yes,NO,No internet service,No internet service,No internet service,One year,Mailed check,19.5,225.85,No
5197-YPYBZ,Female,No,Yes,Yes,12,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),25.25,274.7,No
8337-MSSXB,Female,No,No,No,14,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,86.3,1180.95,Yes
4312-GVYNH,Female,No,Yes,No,70,No,DSL,Yes,Yes,No,Two year,Bank transfer (automatic),49.85,3370.2,No
8495-LJDFO,Female,Yes,No,No,64,Yes,FIBER OPTIC,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),108.95,7111.3,No
0839-JTCUD,Female,No,Yes,Yes,66,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),89.9,5958.85,No
5494-WOZRZ,Female,No,Yes,Yes,71,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),82.0,5999.85,No
1302-UHBDD,Male,Yes,No,No,20,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,89.95,1648.45,No
2234-EOFPT,Male,No,Yes,No,72,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),79.35,5753.25,No
8619-IJNDK,Female,No,Yes,Yes,71,Yes,DSL,Yes,Yes,No,Two year,Credit card (automatic),64.05,4492.9,No
8378-LKJAF,Male,No,Yes,Yes,38,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Credit card (automatic),101.15,3956.7,No
8182-BJDSI,Female,No,No,No,28,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,89.95,2625.55,Yes
2528-HFYZX,Male,Yes,Yes,No,17,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,76.45,1233.4,Yes
1153-GNOLC,Male,No,No,No,33,No,DSL,No,No,Yes,One year,Electronic check,39.1,1309.0,No
3298-QEICA,Female,No,Yes,Yes,23,No,DSL,Yes,Yes,No,Two year,Mailed check,34.6,813.45,No
0788-DXBFY,Male,No,Yes,Yes,58,Yes,NO,No internet service,No internet service,No internet service,One year,Electronic check,19.55,1108.8,No
3597-YASZG,Female,Yes,Yes,No,70,Yes,FIBER OPTIC,No,Yes,Yes,Two year,Bank transfer (automatic),104.45,7349.35,No
3496-LFSZU,Male,No,Yes,No,4,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,70.5,294.2,No
5242-UOWHD,Male,No,Yes,Yes,45,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,20.35,929.2,No
2482-CZGBB,Male,No,No,No,10,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,70.0,740.0,Yes
6479-SZPLM,Male,No,Yes,Yes,36,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.45,754.5,No
8097-VBQTZ,Male,No,No,No,54,Yes,DSL,Yes,Yes,Yes,Month-to-month,Mailed check,69.9,3883.3,No
4500-HKANN,Male,No,Yes,Yes,23,Yes,DSL,No,Yes,No,Two year,Mailed check,59.7,1414.2,No
9917-KWRBE,Female,No,Yes,Yes,41,Yes,DSL,Yes,No,Yes,One year,Credit card (automatic),78.35,3211.2,No
3420-ZDBMA,Male,Yes,No,No,5,Yes,FIBER OPTIC,No,No,No,Month-to-month,Mailed check,71.45,371.6,No
2212-LYASK,Male,No,Yes,Yes,27,No,DSL,No,No,No,One year,Credit card (automatic),45.85,1246.4,No
1393-IMKZG,Female,No,No,No,1,Yes,FIBER OPTIC,No,Yes,Yes,Month-to-month,Electronic check,95.85,95.85,No
8069-RHUXK,Female,No,Yes,Yes,67,No,DSL,Yes,Yes,No,Two year,Credit card (automatic),35.7,2545.7,No
3398-GCPMU,Female,Yes,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),89.55,6448.85,No
2908-WGAXL,Female,No,Yes,Yes,56,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),24.95,1468.9,No
3378-AJRAO,Male,No,Yes,Yes,44,Yes,NO,No internet service,No internet service,No internet service,One year,Electronic check,24.85,1013.6,No
1013-QCWAM,Female,Yes,Yes,No,66,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,100.8,6690.75,No
0866-QLSIR,Female,No,No,No,34,Yes,DSL,Yes,Yes,No,One year,Mailed check,64.4,2088.75,Yes
6050-FFXES,Female,No,Yes,No,69,Yes,FIBER OPTIC,No,Yes,Yes,Two year,Bank transfer (automatic),105.35,7240.65,No
7181-BQYBV,Female,No,Yes,Yes,1,Yes,FIBER OPTIC,Yes,No,Yes,Month-to-month,Electronic check,102.45,102.45,Yes
0362-RAOQO,Female,No,No,No,40,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.65,830.25,No
9554-DFKIC,Male,No,Yes,Yes,30,Yes,DSL,Yes,No,No,Month-to-month,Bank transfer (automatic),54.45,1588.7,No
5527-ACHSO,Female,No,No,No,11,Yes,DSL,No,Yes,Yes,Month-to-month,Mailed check,70.5,829.3,No
0829-DDVLK,Female,No,No,No,15,Yes,NO,No internet service,No internet service,No internet service,One year,Credit card (automatic),20.1,302.45,No
1399-UBQIU,Male,No,No,No,11,Yes,DSL,No,No,Yes,Month-to-month,Electronic check,69.35,712.25,No
1813-JLKWR,Female,No,Yes,Yes,64,Yes,NO,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),19.8,1336.65,No
0336-PIKEI,Male,Yes,Yes,No,72,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),74.4,5360.75,No
7322-OCWHC,Male,Yes,Yes,No,72,Yes,FIBER OPTIC,Yes,Yes,No,Two year,Bank transfer (automatic),93.05,6735.05,No
9537-VHDTA,Female,No,No,Yes,1,Yes,DSL,Yes,No,No,Month-to-month,Mailed check,51.2,51.2,No
4957-TIALW,Female,No,No,Yes,15,Yes,DSL,Yes,Yes,No,One year,Credit card (automatic),65.6,1010.0,No
2054-PJOCK,Female,No,No,No,60,Yes,DSL,No,Yes,Yes,One year,Credit card (automatic),80.55,4847.05,No
9150-HEPMB,Male,No,No,No,56,Yes,DSL,Yes,No,No,One year,Mailed check,52.7,3019.7,No
9030-QGZNL,Female,No,No,No,8,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,20.85,161.65,No
6204-IEUXJ,Female,No,No,No,3,Yes,FIBER OPTIC,No,Yes,No,Month-to-month,Credit card (automatic),80.1,217.55,Yes
3126-WQMGH,Female,No,Yes,No,49,Yes,DSL,No,No,No,Month-to-month,Credit card (automatic),52.15,2583.75,No
4529-CKBCL,Female,No,No,No,2,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,80.2,146.05,Yes
2506-CLAKW,Female,No,No,No,6,Yes,FIBER OPTIC,Yes,Yes,No,Month-to-month,Bank transfer (automatic),98.15,567.45,Yes
7176-WRTNX,Male,No,No,No,70,Yes,FIBER OPTIC,Yes,Yes,Yes,Two year,Bank transfer (automatic),114.95,7711.25,No
1583-IHQZE,Male,No,No,No,12,Yes,FIBER OPTIC,No,Yes,Yes,Month-to-month,Mailed check,112.95,1384.75,Yes
5732-IKGQH,Male,Yes,Yes,No,52,Yes,FIBER OPTIC,Yes,Yes,Yes,One year,Bank transfer (automatic),104.45,5481.25,No
9239-GZHZE,Female,No,Yes,No,72,Yes,FIBER OPTIC,Yes,Yes,Yes,Two year,Credit card (automatic),113.65,8124.2,No
7205-BAIAD,Female,No,No,No,40,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.6,827.3,No
0151-ONTOV,Female,No,No,No,1,Yes,FIBER OPTIC,No,No,No,Month-to-month,Mailed check,70.9,70.9,Yes
4140-MUHUG,Female,Yes,No,No,3,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,86.85,220.95,Yes
0093-EXYQL,Female,Yes,No,No,40,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,91.55,3673.6,No
8064-RAVOH,Male,No,No,Yes,1,Yes,DSL,No,No,No,Month-to-month,Electronic check,49.85,49.85,No
0219-QAERP,Male,No,Yes,No,30,Yes,NO,No internet service,No internet service,No internet service,One year,Credit card (automatic),19.8,576.65,No
0320-JDNQG,Male,No,Yes,Yes,23,Yes,FIBER OPTIC,Yes,Yes,Yes,Month-to-month,Electronic check,99.85,2331.3,Yes
7180-PISOG,Male,No,Yes,Yes,1,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,74.5,74.5,Yes
9168-INPSZ,Female,Yes,Yes,No,44,Yes,FIBER OPTIC,No,Yes,Yes,Month-to-month,Electronic check,104.15,4495.65,No
3571-RFHAR,Male,No,No,No,65,Yes,FIBER OPTIC,No,Yes,Yes,Month-to-month,Electronic check,109.15,6941.2,Yes
0015-UOCOJ,Female,Yes,No,No,7,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,48.2,340.35,No
5334-AFQJB,Male,Yes,No,No,72,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),25.1,1789.9,No
2754-SDJRD,Female,Yes,No,No,8,Yes,FIBER OPTIC,No,Yes,Yes,Month-to-month,Credit card (automatic),100.15,908.55,No
9578-VRMNM,Female,No,No,No,16,Yes,DSL,No,No,No,Month-to-month,Credit card (automatic),65.2,1043.35,Yes
1587-FKLZB,Male,Yes,Yes,Yes,66,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Credit card (automatic),99.5,6822.15,Yes
6140-QNRQQ,Male,No,No,No,1,Yes,FIBER OPTIC,No,No,No,Month-to-month,Mailed check,71.55,71.55,Yes
8963-JLGJT,Male,No,No,Yes,3,Yes,DSL,Yes,No,No,Month-to-month,Mailed check,55.9,157.55,No
4307-KTUMW,Male,No,Yes,No,53,Yes,FIBER OPTIC,Yes,No,No,Month-to-month,Electronic check,93.9,5029.2,Yes
1465-LNTLJ,Male,Yes,Yes,No,8,Yes,DSL,No,Yes,No,Month-to-month,Credit card (automatic),64.4,581.7,No
5440-FLBQG,Male,Yes,Yes,No,69,Yes,FIBER OPTIC,No,Yes,Yes,Two year,Bank transfer (automatic),108.4,7318.2,Yes
2135-DQWAQ,Female,No,No,No,5,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Mailed check,85.3,420.45,No
4056-QHXHZ,Female,No,Yes,Yes,72,Yes,FIBER OPTIC,Yes,Yes,Yes,Two year,Mailed check,107.45,7576.7,No
7470-MCQTK,Female,No,Yes,No,13,No,DSL,No,No,Yes,Month-to-month,Bank transfer (automatic),48.75,633.4,Yes
7488-MXJIV,Female,No,No,No,4,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,85.65,321.65,Yes
7401-JIXNM,Female,No,Yes,Yes,54,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),91.3,4965.0,No
9339-FIIJL,Male,No,Yes,No,72,Yes,DSL,No,Yes,Yes,Two year,Bank transfer (automatic),85.95,6151.9,No
2027-FECZV,Male,No,No,No,12,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,106.7,1253.9,Yes
2672-DZUOY,Male,No,No,No,1,No,DSL,No,No,No,Month-to-month,Electronic check,25.15,25.15,Yes
4706-DGAHW,Male,Yes,No,No,1,Yes,DSL,No,No,No,Month-to-month,Electronic check,45.2,45.2,No
3870-MQAMG,Female,No,Yes,No,54,Yes,FIBER OPTIC,No,Yes,Yes,One year,Electronic check,110.35,5893.15,Yes
6670-MFRPK,Male,No,Yes,Yes,69,Yes,FIBER OPTIC,No,No,No,Two year,Credit card (automatic),79.2,5420.65,No
6177-PEVRA,Female,No,No,No,48,Yes,DSL,Yes,No,No,Two year,Credit card (automatic),55.5,2627.35,No
4800-CZMPC,Female,No,Yes,Yes,48,Yes,FIBER OPTIC,Yes,No,Yes,One year,Credit card (automatic),103.25,5037.55,Yes
4813-HQMGZ,Female,No,Yes,No,8,Yes,FIBER OPTIC,No,Yes,No,Month-to-month,Electronic check,90.25,743.75,No
7579-KKLOE,Male,No,Yes,Yes,71,Yes,DSL,Yes,Yes,Yes,Two year,Mailed check,91.25,6589.6,No
7377-DMMRI,Male,No,No,No,2,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,47.8,92.45,Yes
8402-EIVQS,Male,No,Yes,No,67,Yes,FIBER OPTIC,Yes,No,Yes,One year,Credit card (automatic),100.9,6733.15,No
4947-DSMXK,Male,No,Yes,Yes,34,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Bank transfer (automatic),97.7,3410.0,No
7245-NIIWQ,Female,No,No,No,3,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,69.85,199.85,No
0002-ORFBO,Female,No,Yes,Yes,9,Yes,DSL,No,Yes,Yes,One year,Mailed check,65.6,593.3,No
3324-OIRTO,Male,No,Yes,Yes,71,Yes,FIBER OPTIC,Yes,No,Yes,One year,Bank transfer (automatic),104.65,7288.4,No
5414-OFQCB,Male,No,No,No,57,Yes,FIBER OPTIC,No,Yes,Yes,Two year,Credit card (automatic),90.45,5229.8,No
4967-WPNCF,Male,No,No,No,72,No,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),63.7,4464.8,No
8552-OBVRU,Female,Yes,Yes,Yes,48,Yes,FIBER OPTIC,Yes,Yes,Yes,Month-to-month,Electronic check,104.5,5068.05,No
8499-BRXTD,Male,No,No,No,18,Yes,NO,No internet service,No internet service,No internet service,One year,Mailed check,20.1,401.85,No
9154-QDGTH,Male,No,Yes,Yes,43,Yes,FIBER OPTIC,No,Yes,Yes,One year,Credit card (automatic),104.3,4451.85,No
8197-BFWVU,Female,No,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),93.25,6688.95,No
2577-GVSIL,Male,No,Yes,Yes,35,Yes,DSL,No,Yes,Yes,One year,Bank transfer (automatic),73.45,2661.1,No
9367-OIUXP,Male,No,No,No,4,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.7,73.05,No
6770-UAYGJ,Female,No,Yes,Yes,49,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,25.25,1211.65,No
6463-HHXJR,Female,No,Yes,Yes,71,Yes,FIBER OPTIC,Yes,No,Yes,Two year,Bank transfer (automatic),100.5,7030.65,No
7928-VJYAB,Male,No,Yes,Yes,11,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,90.6,1020.2,No
1187-WILMM,Male,No,Yes,Yes,63,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),89.4,5597.65,No
9776-OJUZI,Female,Yes,No,No,65,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Bank transfer (automatic),95.45,6223.3,No
1306-RPWXZ,Female,No,No,Yes,49,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.45,1024.65,No
8949-JTMAY,Female,No,No,No,29,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Credit card (automatic),98.6,2933.2,Yes
2774-LVQUS,Female,Yes,Yes,No,15,Yes,FIBER OPTIC,No,Yes,No,Month-to-month,Electronic check,83.05,1258.3,Yes
3097-PYWXL,Female,No,Yes,Yes,4,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Electronic check,19.95,82.9,No
2266-SJNAT,Female,No,Yes,No,72,Yes,FIBER OPTIC,No,Yes,Yes,One year,Credit card (automatic),109.15,7789.6,No
